,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,filepath
11189,StutterTalk,22,32,train,dev,0,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_32.wav
11190,StutterTalk,22,33,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_33.wav
11191,StutterTalk,22,34,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_34.wav
11192,StutterTalk,22,35,train,dev,0,0,3,0,0,0,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_35.wav
11193,StutterTalk,22,36,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_36.wav
11194,StutterTalk,22,37,train,dev,0,2,1,0,0,1,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_37.wav
11195,StutterTalk,22,38,train,dev,0,1,0,0,0,3,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_38.wav
11196,StutterTalk,22,39,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/22/StutterTalk_22_39.wav
11197,StutterTalk,23,0,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_0.wav
11198,StutterTalk,23,1,test,test,2,0,0,0,1,1,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_1.wav
11199,StutterTalk,23,2,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_2.wav
11200,StutterTalk,23,3,test,test,0,1,0,1,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_3.wav
11201,StutterTalk,23,4,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_4.wav
11202,StutterTalk,23,5,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_5.wav
11203,StutterTalk,23,6,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_6.wav
11204,StutterTalk,23,7,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_7.wav
11205,StutterTalk,23,8,test,test,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_8.wav
11206,StutterTalk,23,9,train,dev,0,0,2,0,0,1,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_9.wav
11207,StutterTalk,23,10,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_10.wav
11208,StutterTalk,23,11,train,dev,0,1,0,0,1,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_11.wav
11209,StutterTalk,23,12,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_12.wav
11210,StutterTalk,23,13,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_13.wav
11211,StutterTalk,23,14,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_14.wav
11212,StutterTalk,23,15,test,test,0,1,0,0,1,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_15.wav
11213,StutterTalk,23,16,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_16.wav
11214,StutterTalk,23,17,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_17.wav
11215,StutterTalk,23,18,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_18.wav
11216,StutterTalk,23,19,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_19.wav
11217,StutterTalk,23,20,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_20.wav
11218,StutterTalk,23,21,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_21.wav
11219,StutterTalk,23,22,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_22.wav
11220,StutterTalk,23,23,test,test,1,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_23.wav
11221,StutterTalk,23,24,test,test,0,1,0,0,3,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_24.wav
11222,StutterTalk,23,25,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_25.wav
11223,StutterTalk,23,26,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_26.wav
11224,StutterTalk,23,27,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_27.wav
11225,StutterTalk,23,28,test,test,0,0,0,1,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_28.wav
11226,StutterTalk,23,29,test,test,1,0,0,0,3,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_29.wav
11227,StutterTalk,23,30,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_30.wav
11228,StutterTalk,23,31,train,dev,0,1,3,0,0,0,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_31.wav
11229,StutterTalk,23,32,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_32.wav
11230,StutterTalk,23,33,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_33.wav
11231,StutterTalk,23,34,test,test,0,0,1,0,3,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_34.wav
11232,StutterTalk,23,35,test,test,2,2,0,0,0,1,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_35.wav
11233,StutterTalk,23,36,test,test,0,1,0,0,3,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_36.wav
11234,StutterTalk,23,37,train,dev,0,0,0,2,0,1,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_37.wav
11235,StutterTalk,23,38,test,test,2,1,0,0,0,0,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_38.wav
11236,StutterTalk,23,39,test,test,1,0,0,0,2,2,SEP-28k_CLIP/StutterTalk/23/StutterTalk_23_39.wav
11237,StutterTalk,24,0,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_0.wav
11238,StutterTalk,24,1,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_1.wav
11239,StutterTalk,24,2,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_2.wav
11240,StutterTalk,24,3,test,test,1,1,0,0,1,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_3.wav
11241,StutterTalk,24,4,train,dev,1,2,0,0,2,0,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_4.wav
11242,StutterTalk,24,5,test,test,1,0,0,0,1,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_5.wav
11243,StutterTalk,24,6,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_6.wav
11244,StutterTalk,24,7,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_7.wav
11245,StutterTalk,24,8,train,dev,0,1,0,0,2,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_8.wav
11246,StutterTalk,24,9,test,test,1,0,0,0,3,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_9.wav
11247,StutterTalk,24,10,train,dev,0,1,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_10.wav
11248,StutterTalk,24,11,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_11.wav
11249,StutterTalk,24,12,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_12.wav
11250,StutterTalk,24,13,test,test,0,1,0,1,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_13.wav
11251,StutterTalk,24,14,test,test,1,1,0,2,2,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_14.wav
11252,StutterTalk,24,15,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_15.wav
11253,StutterTalk,24,16,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_16.wav
11254,StutterTalk,24,17,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_17.wav
11255,StutterTalk,24,18,test,test,2,0,0,0,3,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_18.wav
11256,StutterTalk,24,19,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_19.wav
11257,StutterTalk,24,20,train,dev,1,1,0,0,2,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_20.wav
11258,StutterTalk,24,21,test,test,1,0,0,0,1,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_21.wav
11259,StutterTalk,24,22,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_22.wav
11260,StutterTalk,24,23,test,test,1,1,0,0,0,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_23.wav
11261,StutterTalk,24,24,test,test,1,1,0,0,0,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_24.wav
11262,StutterTalk,24,25,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_25.wav
11263,StutterTalk,24,26,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_26.wav
11264,StutterTalk,24,27,test,test,0,1,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_27.wav
11265,StutterTalk,24,28,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_28.wav
11266,StutterTalk,24,29,test,test,1,1,0,0,2,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_29.wav
11267,StutterTalk,24,30,test,test,0,1,0,0,0,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_30.wav
11268,StutterTalk,24,31,test,test,1,0,0,2,2,0,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_31.wav
11269,StutterTalk,24,32,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_32.wav
11270,StutterTalk,24,33,test,test,2,1,0,0,0,0,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_33.wav
11271,StutterTalk,24,34,test,test,0,2,0,0,0,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_34.wav
11272,StutterTalk,24,35,test,test,0,3,0,1,0,0,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_35.wav
11273,StutterTalk,24,36,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_36.wav
11274,StutterTalk,24,37,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_37.wav
11275,StutterTalk,24,38,test,test,2,1,0,0,0,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_38.wav
11276,StutterTalk,24,39,test,test,0,3,0,0,2,1,SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_39.wav
11277,StutterTalk,25,0,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_0.wav
11278,StutterTalk,25,1,train,dev,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_1.wav
11279,StutterTalk,25,2,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_2.wav
11280,StutterTalk,25,3,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_3.wav
11281,StutterTalk,25,4,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_4.wav
11282,StutterTalk,25,5,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_5.wav
11283,StutterTalk,25,6,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_6.wav
11284,StutterTalk,25,7,test,test,0,0,0,3,1,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_7.wav
11285,StutterTalk,25,8,test,test,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_8.wav
11286,StutterTalk,25,9,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_9.wav
11287,StutterTalk,25,10,test,test,0,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_10.wav
11288,StutterTalk,25,11,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_11.wav
11289,StutterTalk,25,12,train,dev,1,0,1,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_12.wav
11290,StutterTalk,25,13,train,dev,0,2,0,0,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_13.wav
11291,StutterTalk,25,14,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_14.wav
11292,StutterTalk,25,15,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_15.wav
11293,StutterTalk,25,16,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_16.wav
11294,StutterTalk,25,17,test,test,0,1,2,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_17.wav
11295,StutterTalk,25,18,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_18.wav
11296,StutterTalk,25,19,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_19.wav
11297,StutterTalk,25,20,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_20.wav
11298,StutterTalk,25,21,train,dev,0,1,0,0,1,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_21.wav
11299,StutterTalk,25,22,train,dev,0,1,0,0,2,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_22.wav
11300,StutterTalk,25,23,train,dev,1,0,1,1,2,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_23.wav
11301,StutterTalk,25,24,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_24.wav
11302,StutterTalk,25,25,test,test,0,0,0,3,1,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_25.wav
11303,StutterTalk,25,26,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_26.wav
11304,StutterTalk,25,27,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_27.wav
11305,StutterTalk,25,28,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_28.wav
11306,StutterTalk,25,29,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_29.wav
11307,StutterTalk,25,30,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_30.wav
11308,StutterTalk,25,31,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_31.wav
11309,StutterTalk,25,32,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_32.wav
11310,StutterTalk,25,33,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_33.wav
11311,StutterTalk,25,34,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_34.wav
11312,StutterTalk,25,35,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_35.wav
11313,StutterTalk,25,36,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_36.wav
11314,StutterTalk,25,37,test,test,1,0,2,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_37.wav
11315,StutterTalk,25,38,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_38.wav
11316,StutterTalk,25,39,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_39.wav
11317,StutterTalk,25,40,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_40.wav
11318,StutterTalk,25,41,train,dev,0,0,1,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_41.wav
11319,StutterTalk,25,42,test,test,1,0,1,0,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_42.wav
11320,StutterTalk,25,43,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_43.wav
11321,StutterTalk,25,44,test,test,0,1,0,0,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_44.wav
11322,StutterTalk,25,45,test,test,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_45.wav
11323,StutterTalk,25,46,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_46.wav
11324,StutterTalk,25,47,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_47.wav
11325,StutterTalk,25,48,test,test,0,1,0,1,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_48.wav
11326,StutterTalk,25,49,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_49.wav
11327,StutterTalk,25,50,test,test,0,1,0,3,2,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_50.wav
11328,StutterTalk,25,51,test,test,0,1,1,2,3,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_51.wav
11329,StutterTalk,25,52,test,test,0,0,0,1,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_52.wav
11330,StutterTalk,25,53,train,dev,0,1,0,0,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_53.wav
11331,StutterTalk,25,54,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_54.wav
11332,StutterTalk,25,55,train,dev,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_55.wav
11333,StutterTalk,25,56,test,test,0,3,2,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_56.wav
11334,StutterTalk,25,57,test,test,0,2,1,0,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_57.wav
11335,StutterTalk,25,58,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_58.wav
11336,StutterTalk,25,59,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_59.wav
11337,StutterTalk,25,60,test,test,0,1,0,0,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_60.wav
11338,StutterTalk,25,61,test,test,0,0,1,2,1,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_61.wav
11339,StutterTalk,25,62,test,test,0,2,0,0,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_62.wav
11340,StutterTalk,25,63,test,test,0,1,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_63.wav
11341,StutterTalk,25,64,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_64.wav
11342,StutterTalk,25,65,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_65.wav
11343,StutterTalk,25,66,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_66.wav
11344,StutterTalk,25,67,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_67.wav
11345,StutterTalk,25,68,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_68.wav
11346,StutterTalk,25,69,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_69.wav
11347,StutterTalk,25,70,test,test,1,1,1,1,2,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_70.wav
11348,StutterTalk,25,71,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_71.wav
11349,StutterTalk,25,72,test,test,0,1,1,0,2,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_72.wav
11350,StutterTalk,25,73,test,test,1,1,0,0,2,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_73.wav
11351,StutterTalk,25,74,test,test,1,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_74.wav
11352,StutterTalk,25,75,test,test,0,0,3,0,3,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_75.wav
11353,StutterTalk,25,76,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_76.wav
11354,StutterTalk,25,77,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_77.wav
11355,StutterTalk,25,78,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_78.wav
11356,StutterTalk,25,79,test,test,1,0,0,0,1,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_79.wav
11357,StutterTalk,25,80,test,test,1,1,1,1,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_80.wav
11358,StutterTalk,25,81,test,test,0,1,1,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_81.wav
11359,StutterTalk,25,82,train,dev,0,0,0,2,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_82.wav
11360,StutterTalk,25,83,test,test,0,1,1,0,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_83.wav
11361,StutterTalk,25,84,test,test,0,0,2,0,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_84.wav
11362,StutterTalk,25,85,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_85.wav
11363,StutterTalk,25,86,train,dev,0,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_86.wav
11364,StutterTalk,25,87,test,test,0,1,0,0,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_87.wav
11365,StutterTalk,25,88,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_88.wav
11366,StutterTalk,25,89,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_89.wav
11367,StutterTalk,25,90,test,test,0,2,1,0,1,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_90.wav
11368,StutterTalk,25,91,test,test,0,0,1,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_91.wav
11369,StutterTalk,25,92,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_92.wav
11370,StutterTalk,25,93,test,test,1,0,0,0,1,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_93.wav
11371,StutterTalk,25,94,test,test,0,2,0,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_94.wav
11372,StutterTalk,25,95,test,test,0,2,1,1,1,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_95.wav
11373,StutterTalk,25,96,test,test,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_96.wav
11374,StutterTalk,25,97,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_97.wav
11375,StutterTalk,25,98,test,test,1,0,2,0,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_98.wav
11376,StutterTalk,25,99,test,test,0,1,1,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_99.wav
11377,StutterTalk,25,100,test,test,0,2,1,1,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_100.wav
11378,StutterTalk,25,101,test,test,0,0,0,1,0,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_101.wav
11379,StutterTalk,25,102,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_102.wav
11380,StutterTalk,25,103,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_103.wav
11381,StutterTalk,25,104,test,test,0,2,3,1,1,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_104.wav
11382,StutterTalk,25,105,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_105.wav
11383,StutterTalk,25,106,test,test,0,0,0,3,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_106.wav
11384,StutterTalk,25,107,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_107.wav
11385,StutterTalk,25,108,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_108.wav
11386,StutterTalk,25,109,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_109.wav
11387,StutterTalk,25,110,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_110.wav
11388,StutterTalk,25,111,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_111.wav
11389,StutterTalk,25,112,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_112.wav
11390,StutterTalk,25,113,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_113.wav
11391,StutterTalk,25,114,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_114.wav
11392,StutterTalk,25,115,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_115.wav
11393,StutterTalk,25,116,test,test,0,0,0,0,0,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_116.wav
11394,StutterTalk,25,117,test,test,0,0,0,0,1,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_117.wav
11395,StutterTalk,25,118,test,test,0,0,0,2,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_118.wav
11396,StutterTalk,25,119,test,test,0,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_119.wav
11397,StutterTalk,25,120,test,test,0,0,0,0,3,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_120.wav
11398,StutterTalk,25,121,test,test,0,0,0,1,3,2,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_121.wav
11399,StutterTalk,25,122,test,test,0,0,0,0,2,3,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_122.wav
11400,StutterTalk,25,123,test,test,0,1,2,0,0,0,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_123.wav
11401,StutterTalk,25,124,test,test,1,1,1,0,0,1,SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_124.wav
