,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords
13843,StutterTalk,64,69,train,dev,0,2,0,0,0,1
13844,StutterTalk,64,70,train,dev,0,0,0,0,0,3
13845,StutterTalk,64,71,train,dev,0,0,0,0,1,3
13846,StutterTalk,64,72,train,dev,3,0,0,1,0,0
13847,StutterTalk,64,73,train,dev,0,0,0,0,1,3
13848,StutterTalk,64,74,train,dev,0,1,0,0,0,2
13849,StutterTalk,64,75,train,dev,3,0,0,0,0,0
13850,StutterTalk,64,76,train,dev,0,1,0,0,2,2
13851,StutterTalk,64,77,train,dev,0,2,1,0,2,1
13852,StutterTalk,64,78,train,dev,1,0,0,0,3,2
13853,StutterTalk,64,79,train,dev,0,0,0,0,0,3
13854,StutterTalk,64,80,train,dev,0,2,0,0,2,1
13855,StutterTalk,64,81,train,dev,0,0,0,0,0,3
13856,StutterTalk,64,82,train,dev,0,1,0,0,3,2
13857,StutterTalk,64,83,train,dev,1,0,1,0,0,1
13858,StutterTalk,64,84,train,dev,2,0,0,0,0,1
13859,StutterTalk,64,85,train,dev,2,0,0,0,0,1
13860,StutterTalk,64,86,train,dev,0,1,0,0,0,2
13861,StutterTalk,64,87,train,dev,0,2,0,0,3,1
13862,StutterTalk,64,88,train,dev,1,1,0,0,0,1
13863,StutterTalk,64,89,train,dev,2,1,0,0,0,0
13864,StutterTalk,64,90,train,dev,0,0,0,0,0,3
13865,StutterTalk,64,91,train,dev,0,0,0,0,0,3
13866,StutterTalk,64,92,train,dev,0,0,0,0,0,3
13867,StutterTalk,64,93,train,dev,1,1,1,1,0,0
13868,StutterTalk,64,94,train,dev,0,0,0,2,1,1
13869,StutterTalk,64,95,train,dev,0,0,0,0,2,3
13870,StutterTalk,64,96,train,dev,1,0,0,0,0,3
13871,StutterTalk,64,97,train,dev,1,0,0,0,1,2
13872,StutterTalk,64,98,train,dev,3,0,0,0,3,1
13873,StutterTalk,64,99,train,dev,0,0,0,0,0,3
13874,StutterTalk,64,100,train,dev,0,1,2,0,0,0
13875,StutterTalk,64,101,train,dev,1,0,1,0,0,1
13876,StutterTalk,64,102,train,dev,0,0,0,0,3,3
13877,StutterTalk,64,103,train,dev,0,1,0,0,1,2
13878,StutterTalk,64,104,train,dev,0,0,0,0,0,3
13879,StutterTalk,64,105,train,dev,0,0,1,2,0,0
13880,StutterTalk,64,106,train,dev,1,1,0,0,0,2
13881,StutterTalk,64,107,train,dev,0,0,0,0,0,3
13882,StutterTalk,64,108,train,dev,3,0,0,0,0,0
13883,StutterTalk,64,109,train,dev,0,1,0,0,1,2
13884,StutterTalk,64,110,train,dev,1,1,0,0,0,1
13885,StutterTalk,64,111,train,dev,0,0,0,0,0,3
13886,StutterTalk,64,112,train,dev,0,0,0,0,0,3
13887,StutterTalk,64,113,train,dev,1,1,0,0,0,1
13888,StutterTalk,64,114,train,dev,0,3,1,0,0,0
13889,StutterTalk,64,115,train,dev,0,2,0,2,0,0
13890,StutterTalk,64,116,train,dev,2,1,0,0,2,0
13891,StutterTalk,64,117,train,dev,0,0,0,3,0,0
13892,StutterTalk,64,118,train,dev,1,3,0,0,0,0
13893,StutterTalk,64,119,train,dev,1,2,0,2,0,0
13894,StutterTalk,64,120,train,dev,0,2,0,0,0,1
13895,StutterTalk,64,121,train,dev,0,1,0,0,3,2
13896,StutterTalk,64,122,train,dev,0,0,1,0,1,2
13897,StutterTalk,64,123,train,dev,0,0,0,0,0,3
13898,StutterTalk,64,124,train,dev,1,0,0,0,0,2
13899,StutterTalk,64,125,train,dev,2,1,0,0,0,0
13900,StutterTalk,64,126,train,dev,0,0,0,0,0,3
13901,StutterTalk,64,127,train,dev,0,0,0,0,0,3
13902,StutterTalk,64,128,train,dev,0,0,2,1,0,0
13903,StutterTalk,64,129,train,dev,2,1,0,0,0,0
13904,StutterTalk,64,130,train,dev,1,1,0,0,0,2
13905,StutterTalk,64,131,train,dev,1,1,0,3,2,0
13906,StutterTalk,64,132,train,dev,0,1,0,3,0,0
13907,StutterTalk,64,133,train,dev,0,2,1,0,0,1
13908,StutterTalk,64,134,train,dev,0,1,0,0,3,2
13909,StutterTalk,64,135,train,dev,0,0,0,3,0,0
13910,StutterTalk,64,136,train,dev,0,1,0,0,0,2
13911,StutterTalk,64,137,train,dev,1,0,0,0,0,2
13912,StutterTalk,64,138,train,dev,1,2,0,0,0,1
13913,StutterTalk,64,139,train,dev,0,0,0,0,3,3
13914,StutterTalk,64,140,train,dev,0,2,0,0,0,1
13915,StutterTalk,64,141,train,dev,0,0,0,3,0,0
13916,StutterTalk,64,142,train,dev,0,0,0,0,0,3
13917,StutterTalk,64,143,train,dev,0,1,0,0,0,2
13918,StutterTalk,64,144,train,dev,0,1,0,0,0,2
13919,StutterTalk,64,145,train,dev,2,0,0,0,1,1
13920,StutterTalk,64,146,train,dev,2,0,0,0,0,1
13921,StutterTalk,64,147,train,dev,0,0,0,0,3,3
13922,StutterTalk,64,148,train,dev,0,0,0,0,0,3
13923,StutterTalk,64,149,train,dev,2,0,0,0,3,1
13924,StutterTalk,64,150,train,dev,0,0,0,0,0,3
13925,StutterTalk,64,151,train,dev,2,0,0,0,3,1
13926,StutterTalk,64,152,train,dev,0,0,0,3,0,0
13927,StutterTalk,64,153,train,dev,2,0,0,0,1,1
13928,StutterTalk,64,154,train,dev,2,1,0,0,0,1
13929,StutterTalk,64,155,train,dev,2,0,0,0,1,1
13930,StutterTalk,64,156,train,dev,1,1,0,0,0,1
13931,StutterTalk,64,157,train,dev,0,0,0,0,3,3
13932,StutterTalk,64,158,train,dev,1,0,0,0,0,2
13933,StutterTalk,64,159,train,dev,2,1,0,0,0,1
13934,StutterTalk,64,160,train,dev,3,0,0,0,1,0
13935,StutterTalk,64,161,train,dev,2,0,0,0,0,1
13936,StutterTalk,64,162,train,dev,1,0,0,0,2,2
13937,StutterTalk,64,163,train,dev,0,0,2,0,0,1
13938,StutterTalk,64,164,train,dev,1,2,0,0,3,0
13939,StutterTalk,64,165,train,dev,0,0,0,0,0,3
13940,StutterTalk,64,166,train,dev,1,0,0,0,3,2
13941,StutterTalk,64,167,train,dev,1,0,0,0,0,2
13942,StutterTalk,64,168,train,dev,0,2,0,0,2,1
13943,StutterTalk,64,169,train,dev,0,0,0,0,0,3
13944,StutterTalk,64,170,train,dev,0,0,0,0,0,3
13945,StutterTalk,64,171,train,dev,1,0,0,0,3,2
13946,StutterTalk,64,172,train,dev,0,0,2,1,1,0
13947,StutterTalk,64,173,train,dev,0,0,0,1,0,2
13948,StutterTalk,64,174,train,dev,3,1,0,0,3,1
13949,StutterTalk,64,175,train,dev,0,1,0,0,3,2
13950,StutterTalk,64,176,train,dev,1,0,0,0,3,2
13951,StutterTalk,64,177,train,dev,1,0,0,0,0,2
13952,StutterTalk,64,178,train,dev,0,0,0,0,0,3
13953,StutterTalk,64,179,train,dev,1,2,0,0,3,1
13954,StutterTalk,64,180,train,dev,0,1,0,0,3,2
13955,StutterTalk,64,181,train,dev,0,0,0,1,1,2
13956,StutterTalk,64,182,train,dev,0,1,0,0,3,2
13957,StutterTalk,64,183,train,dev,2,0,0,0,3,1
13958,StutterTalk,64,184,train,dev,0,0,0,0,0,3
13959,StutterTalk,64,185,train,dev,0,0,0,0,0,3
13960,StutterTalk,64,186,train,dev,0,0,0,0,0,3
13961,StutterTalk,64,187,train,dev,0,0,0,0,0,3
13962,StutterTalk,64,188,train,dev,0,2,0,0,0,1
13963,StutterTalk,64,189,train,dev,0,0,0,3,0,0
13964,StutterTalk,64,190,train,dev,0,0,0,0,0,3
13965,StutterTalk,64,191,train,dev,0,0,0,0,1,3
13966,StutterTalk,64,192,train,dev,1,0,0,0,3,2
13967,StutterTalk,64,193,train,dev,0,2,0,0,0,1
13968,StutterTalk,64,194,train,dev,0,1,0,0,3,2
13969,StutterTalk,64,195,train,dev,0,0,0,3,3,0
13970,StutterTalk,64,196,train,dev,3,2,0,0,0,0
13971,StutterTalk,64,197,train,dev,0,0,0,0,0,3
13972,StutterTalk,64,198,train,dev,0,0,0,0,0,3
13973,StutterTalk,64,199,train,dev,0,0,0,3,1,0
13974,StutterTalk,64,200,train,dev,3,1,0,0,0,0
13975,StutterTalk,64,201,train,dev,0,0,0,0,0,3
13976,StutterTalk,64,202,train,dev,0,1,3,0,0,0
13977,StutterTalk,64,203,train,dev,3,0,0,0,0,0
13978,StutterTalk,64,204,train,dev,3,0,0,0,3,1
13979,StutterTalk,64,205,train,dev,0,1,0,0,3,2
13980,StutterTalk,65,0,dev,train,0,1,0,0,1,2
13981,StutterTalk,65,1,dev,train,0,0,0,0,0,3
13982,StutterTalk,65,2,dev,train,3,0,0,0,1,0
13983,StutterTalk,65,3,dev,train,0,0,0,0,0,3
13984,StutterTalk,65,4,dev,train,0,0,0,0,1,3
13985,StutterTalk,65,5,dev,train,1,2,0,0,0,1
13986,StutterTalk,65,6,dev,train,2,0,2,0,0,0
13987,StutterTalk,65,7,dev,train,1,0,0,0,3,2
13988,StutterTalk,65,8,dev,train,0,0,0,0,0,3
13989,StutterTalk,65,9,dev,train,0,0,0,0,2,3
13990,StutterTalk,65,10,dev,train,0,0,0,0,0,3
13991,StutterTalk,65,11,dev,train,0,1,1,0,0,2
13992,StutterTalk,65,12,dev,train,0,2,1,0,0,1
13993,StutterTalk,65,13,dev,train,1,0,0,0,0,2
13994,StutterTalk,65,14,dev,train,0,0,0,0,0,3
13995,StutterTalk,65,15,dev,train,2,1,0,0,0,2
13996,StutterTalk,65,16,dev,train,0,1,2,1,0,0
13997,StutterTalk,65,17,dev,train,1,0,3,0,0,0
13998,StutterTalk,65,18,dev,train,0,0,0,0,0,3
13999,StutterTalk,65,19,dev,train,0,0,0,0,0,3
14000,StutterTalk,65,20,dev,train,1,0,1,0,0,2
14001,StutterTalk,65,21,dev,train,0,0,1,2,0,0
14002,StutterTalk,65,22,dev,train,1,0,0,0,0,3
14003,StutterTalk,65,23,dev,train,0,0,0,0,0,3
14004,StutterTalk,65,24,dev,train,3,0,0,0,0,0
14005,StutterTalk,65,25,dev,train,1,0,3,0,0,0
14006,StutterTalk,65,26,dev,train,2,1,0,1,0,1
14007,StutterTalk,65,27,dev,train,0,0,0,0,0,3
14008,StutterTalk,65,28,dev,train,0,1,0,0,1,2
14009,StutterTalk,65,29,dev,train,0,1,0,0,0,3
14010,StutterTalk,65,30,dev,train,0,0,0,0,0,3
14011,StutterTalk,65,31,dev,train,2,0,0,0,3,1
14012,StutterTalk,65,32,dev,train,0,0,0,0,1,3
14013,StutterTalk,65,33,dev,train,1,0,0,1,2,1
14014,StutterTalk,65,34,dev,train,0,0,0,0,0,3
14015,StutterTalk,65,35,dev,train,0,0,1,2,3,0
14016,StutterTalk,65,36,dev,train,0,0,0,0,0,3
14017,StutterTalk,65,37,dev,train,0,0,0,0,0,3
14018,StutterTalk,65,38,dev,train,1,0,0,0,3,2
14019,StutterTalk,65,39,dev,train,0,1,0,2,2,0
14020,StutterTalk,66,0,train,dev,0,0,0,0,0,3
14021,StutterTalk,66,1,dev,train,3,0,0,0,0,0
14022,StutterTalk,66,2,dev,train,1,0,0,0,3,2
14023,StutterTalk,66,3,dev,train,3,0,0,0,0,0
14024,StutterTalk,66,4,dev,train,2,0,0,3,0,0
14025,StutterTalk,66,5,train,dev,0,0,0,0,0,3
14026,StutterTalk,66,6,dev,train,0,1,0,0,0,2
14027,StutterTalk,66,7,dev,train,0,0,0,0,0,3
14028,StutterTalk,66,8,dev,train,0,0,0,0,3,3
14029,StutterTalk,66,9,train,dev,1,1,0,0,0,2
14030,StutterTalk,66,10,dev,train,3,1,1,0,0,0
14031,StutterTalk,66,11,dev,train,1,0,1,0,0,1
14032,StutterTalk,66,12,dev,train,0,0,0,3,0,0
14033,StutterTalk,66,13,dev,train,1,0,1,0,0,1
14034,StutterTalk,66,14,dev,train,1,0,0,0,3,2
14035,StutterTalk,66,15,dev,train,1,0,0,0,0,2
14036,StutterTalk,66,16,dev,train,1,0,0,0,2,2
14037,StutterTalk,66,17,train,dev,0,0,0,0,0,3
14038,StutterTalk,66,18,train,dev,0,2,0,0,2,1
14039,StutterTalk,66,19,train,dev,3,0,0,0,0,1
14040,StutterTalk,66,20,train,dev,0,0,0,0,0,3
14041,StutterTalk,66,21,train,dev,0,0,0,0,0,3
14042,StutterTalk,66,22,train,dev,0,0,0,0,2,3
14043,StutterTalk,66,23,dev,train,1,0,0,1,0,1
14044,StutterTalk,66,24,dev,train,0,0,0,1,0,2
14045,StutterTalk,66,25,dev,train,3,0,0,0,0,0
14046,StutterTalk,66,26,dev,train,1,0,0,0,0,2
14047,StutterTalk,66,27,dev,train,0,1,0,0,0,3
14048,StutterTalk,66,28,dev,train,1,0,0,0,3,2
14049,StutterTalk,66,29,dev,train,2,0,0,0,0,1
14050,StutterTalk,66,30,dev,train,2,0,0,0,0,2
14051,StutterTalk,66,31,dev,train,2,0,0,0,0,1
14052,StutterTalk,66,32,dev,train,0,1,0,0,0,2
14053,StutterTalk,66,33,dev,train,1,0,0,3,0,0
14054,StutterTalk,66,34,dev,train,1,0,0,0,0,2
14055,StutterTalk,66,35,train,dev,0,0,1,3,0,0
14056,StutterTalk,66,36,dev,train,0,0,0,0,0,3
14057,StutterTalk,66,37,dev,train,2,1,0,0,3,0
14058,StutterTalk,66,38,dev,train,0,0,0,0,3,2
14059,StutterTalk,66,39,dev,train,0,0,0,0,3,3
14060,StutterTalk,67,0,dev,train,3,0,0,0,0,0
14061,StutterTalk,67,1,dev,train,0,0,0,0,0,3
14062,StutterTalk,67,2,dev,train,1,0,1,0,0,1
14063,StutterTalk,67,3,dev,train,0,1,0,0,0,2
14064,StutterTalk,67,4,dev,train,0,1,0,0,0,2
14065,StutterTalk,67,5,dev,train,1,0,0,0,2,2
14066,StutterTalk,67,6,dev,train,0,0,0,3,0,0
14067,StutterTalk,67,7,dev,train,0,0,0,0,0,3
14068,StutterTalk,67,8,dev,train,1,0,0,0,1,2
14069,StutterTalk,67,9,dev,train,0,0,0,3,3,0
14070,StutterTalk,67,10,dev,train,0,1,2,1,0,0
14071,StutterTalk,67,11,dev,train,0,0,0,0,0,3
14072,StutterTalk,67,12,dev,train,0,0,0,0,3,3
14073,StutterTalk,67,13,dev,train,1,0,0,0,3,2
14074,StutterTalk,67,14,dev,train,0,1,2,0,0,0
14075,StutterTalk,67,15,dev,train,2,0,0,0,0,1
14076,StutterTalk,67,16,dev,train,0,0,0,0,1,3
14077,StutterTalk,67,17,dev,train,0,2,1,1,0,0
14078,StutterTalk,67,18,dev,train,0,2,0,1,2,1
14079,StutterTalk,67,19,dev,train,0,0,0,0,3,3
14080,StutterTalk,67,20,dev,train,1,1,2,0,0,0
14081,StutterTalk,67,21,dev,train,0,2,2,0,0,0
14082,StutterTalk,67,22,dev,train,0,0,1,0,0,2
14083,StutterTalk,67,23,dev,train,0,0,0,0,0,3
14084,StutterTalk,67,24,dev,train,0,0,0,0,0,3
14085,StutterTalk,67,25,dev,train,0,0,0,0,0,3
14086,StutterTalk,67,26,dev,train,1,1,0,0,2,1
14087,StutterTalk,67,27,dev,train,0,1,0,0,3,2
14088,StutterTalk,67,28,dev,train,0,1,0,1,1,2
14089,StutterTalk,67,29,dev,train,0,0,1,0,0,2
14090,StutterTalk,67,30,dev,train,1,1,1,0,0,1
14091,StutterTalk,67,31,dev,train,0,1,0,1,2,1
14092,StutterTalk,67,32,dev,train,0,0,0,0,2,3
14093,StutterTalk,67,33,dev,train,0,0,0,1,0,2
14094,StutterTalk,67,34,dev,train,0,1,2,0,0,0
14095,StutterTalk,67,35,dev,train,0,3,1,0,0,0
14096,StutterTalk,67,36,dev,train,1,1,1,2,0,0
14097,StutterTalk,67,37,dev,train,0,2,3,0,0,0
14098,StutterTalk,67,38,dev,train,0,0,0,3,0,0
14099,StutterTalk,67,39,dev,train,1,1,0,0,0,1
14100,StutterTalk,68,0,dev,train,3,1,0,0,3,0
14101,StutterTalk,68,1,train,dev,0,0,0,0,2,3
14102,StutterTalk,68,2,dev,train,0,1,0,2,1,0
14103,StutterTalk,68,3,dev,train,2,0,0,0,3,1
14104,StutterTalk,68,4,dev,train,0,1,2,0,0,0
14105,StutterTalk,68,5,dev,train,1,0,0,0,0,2
14106,StutterTalk,68,6,train,dev,0,0,0,0,0,3
14107,StutterTalk,68,7,dev,train,0,1,0,0,0,2
14108,StutterTalk,68,8,dev,train,0,2,0,0,0,1
14109,StutterTalk,68,9,train,dev,1,0,0,0,0,2
14110,StutterTalk,68,10,train,dev,0,2,0,0,1,1
14111,StutterTalk,68,11,dev,train,0,1,0,0,0,2
14112,StutterTalk,68,12,dev,train,0,0,0,0,2,3
14113,StutterTalk,68,13,dev,train,0,1,0,2,3,1
14114,StutterTalk,68,14,dev,train,0,1,0,0,0,2
14115,StutterTalk,68,15,dev,train,0,0,0,0,0,3
14116,StutterTalk,68,16,dev,train,0,0,0,0,3,3
14117,StutterTalk,68,17,dev,train,1,0,0,0,0,2
14118,StutterTalk,68,18,dev,train,2,0,0,0,3,1
14119,StutterTalk,68,19,dev,train,0,1,0,0,3,2
14120,StutterTalk,68,20,dev,train,2,0,0,0,3,1
14121,StutterTalk,68,21,dev,train,0,1,0,1,2,2
14122,StutterTalk,68,22,dev,train,1,0,0,0,2,2
14123,StutterTalk,68,23,dev,train,0,0,1,0,0,2
14124,StutterTalk,68,24,dev,train,1,0,0,0,2,2
14125,StutterTalk,68,25,dev,train,0,1,0,0,1,2
14126,StutterTalk,68,26,dev,train,0,2,0,0,0,1
14127,StutterTalk,68,27,dev,train,1,0,0,0,1,2
14128,StutterTalk,68,28,dev,train,0,0,0,0,0,3
14129,StutterTalk,68,29,dev,train,1,0,0,3,0,0
14130,StutterTalk,68,30,dev,train,0,1,0,0,0,2
14131,StutterTalk,68,31,dev,train,1,1,0,0,0,1
14132,StutterTalk,68,32,train,dev,0,0,0,0,0,3
14133,StutterTalk,68,33,dev,train,0,0,0,0,0,3
14134,StutterTalk,68,34,train,dev,0,0,0,0,0,3
14135,StutterTalk,68,35,train,dev,0,0,0,0,0,3
14136,StutterTalk,68,36,dev,train,0,2,0,1,3,1
14137,StutterTalk,68,37,dev,train,0,1,1,2,0,1
14138,StutterTalk,68,38,dev,train,1,0,0,0,3,2
14139,StutterTalk,68,39,dev,train,0,0,0,0,2,3
14140,StutterTalk,68,40,train,dev,1,0,0,0,0,2
14141,StutterTalk,68,41,train,dev,1,1,1,0,2,1
14142,StutterTalk,68,42,train,dev,0,1,1,0,0,2
14143,StutterTalk,68,43,dev,train,0,1,0,2,2,0
14144,StutterTalk,68,44,dev,train,1,0,0,0,1,2
14145,StutterTalk,68,45,dev,train,1,0,0,0,3,2
14146,StutterTalk,68,46,dev,train,3,1,0,1,3,0
14147,StutterTalk,68,47,dev,train,0,0,0,0,0,3
14148,StutterTalk,68,48,dev,train,0,2,0,0,1,0
14149,StutterTalk,68,49,dev,train,1,2,0,0,3,1
14150,StutterTalk,68,50,dev,train,1,0,0,0,2,2
14151,StutterTalk,68,51,dev,train,0,0,0,0,3,3
14152,StutterTalk,68,52,dev,train,0,1,0,0,2,2
14153,StutterTalk,68,53,dev,train,2,0,0,0,3,1
14154,StutterTalk,68,54,dev,train,0,0,0,3,2,0
14155,StutterTalk,68,55,dev,train,0,1,0,0,3,2
14156,StutterTalk,68,56,dev,train,2,1,0,0,3,1
14157,StutterTalk,68,57,dev,train,0,1,0,0,1,2
14158,StutterTalk,68,58,dev,train,1,0,0,0,3,2
14159,StutterTalk,68,59,dev,train,2,0,0,0,3,1
14160,StutterTalk,68,60,dev,train,0,2,0,0,0,1
14161,StutterTalk,68,61,dev,train,0,0,2,0,1,1
14162,StutterTalk,68,62,dev,train,0,1,3,0,1,0
14163,StutterTalk,68,63,dev,train,0,1,0,0,0,2
14164,StutterTalk,68,64,dev,train,1,0,0,0,2,2
14165,StutterTalk,68,65,dev,train,0,1,0,0,0,2
14166,StutterTalk,68,66,dev,train,0,0,0,0,3,3
14167,StutterTalk,68,67,dev,train,0,0,0,0,1,3
14168,StutterTalk,68,68,dev,train,1,0,0,0,3,2
14169,StutterTalk,68,69,dev,train,0,0,0,0,3,3
14170,StutterTalk,68,70,dev,train,1,0,0,0,1,2
14171,StutterTalk,68,71,dev,train,0,2,0,0,0,2
14172,StutterTalk,68,72,dev,train,2,0,0,0,3,1
14173,StutterTalk,68,73,dev,train,2,0,0,0,3,1
14174,StutterTalk,68,74,dev,train,3,1,0,0,0,0
14175,StutterTalk,68,75,train,dev,0,0,0,0,0,3
14176,StutterTalk,68,76,dev,train,0,1,0,3,3,0
14177,StutterTalk,68,77,dev,train,1,0,0,0,0,2
14178,StutterTalk,68,78,dev,train,2,0,0,0,2,1
14179,StutterTalk,68,79,dev,train,1,1,0,0,2,1
14180,StutterTalk,68,80,dev,train,2,0,0,2,3,1
14181,StutterTalk,68,81,train,dev,0,2,1,3,3,0
14182,StutterTalk,68,82,train,dev,1,0,0,0,0,2
14183,StutterTalk,68,83,dev,train,0,1,0,1,0,1
14184,StutterTalk,68,84,dev,train,0,1,0,0,0,2
14185,StutterTalk,68,85,dev,train,0,0,0,0,0,3
14186,StutterTalk,68,86,dev,train,0,0,0,0,3,3
14187,StutterTalk,68,87,dev,train,1,0,0,0,3,2
14188,StutterTalk,68,88,dev,train,0,0,0,0,1,3
14189,StutterTalk,68,89,dev,train,0,2,1,0,2,0
14190,StutterTalk,68,90,dev,train,2,0,0,0,2,1
14191,StutterTalk,68,91,dev,train,0,0,0,0,1,3
14192,StutterTalk,68,92,dev,train,1,0,0,0,0,2
14193,StutterTalk,68,93,dev,train,0,0,0,0,3,3
14194,StutterTalk,68,94,dev,train,1,0,0,0,0,2
14195,StutterTalk,68,95,dev,train,0,0,0,0,1,3
14196,StutterTalk,68,96,dev,train,0,0,0,0,3,3
14197,StutterTalk,68,97,dev,train,1,1,0,0,0,2
14198,StutterTalk,68,98,dev,train,0,1,0,0,2,2
14199,StutterTalk,68,99,dev,train,0,0,0,0,3,3
14200,StutterTalk,68,100,dev,train,0,0,1,3,0,0
14201,StutterTalk,68,101,dev,train,1,0,0,0,3,2
14202,StutterTalk,68,102,dev,train,0,1,0,0,3,2
14203,StutterTalk,68,103,train,dev,0,0,0,0,0,3
14204,StutterTalk,68,104,train,dev,1,0,0,0,0,2
14205,StutterTalk,68,105,dev,train,0,0,0,0,0,3
14206,StutterTalk,68,106,dev,train,2,0,1,0,0,0
14207,StutterTalk,68,107,dev,train,2,1,0,1,3,0
14208,StutterTalk,68,108,dev,train,0,1,0,1,1,1
14209,StutterTalk,68,109,dev,train,1,2,1,0,3,1
14210,StutterTalk,68,110,dev,train,1,0,0,0,0,2
14211,StutterTalk,68,111,dev,train,0,1,0,0,1,2
14212,StutterTalk,68,112,dev,train,0,1,0,0,1,2
14213,StutterTalk,68,113,train,dev,0,1,0,0,0,2
14214,StutterTalk,68,114,train,dev,1,1,1,0,1,1
14215,StutterTalk,68,115,dev,train,0,1,0,0,1,2
14216,StutterTalk,68,116,dev,train,0,0,0,0,0,3
14217,StutterTalk,68,117,dev,train,0,0,0,0,3,3
14218,StutterTalk,68,118,dev,train,2,1,0,2,3,0
14219,StutterTalk,68,119,train,dev,1,0,0,0,0,2
14220,StutterTalk,68,120,train,dev,1,0,0,0,0,2
14221,StutterTalk,68,121,train,dev,0,1,0,0,0,2
14222,StutterTalk,68,122,dev,train,0,0,0,0,1,3
14223,StutterTalk,68,123,dev,train,0,0,0,0,1,3
14224,StutterTalk,68,124,dev,train,1,0,0,0,2,2
14225,StutterTalk,68,125,dev,train,1,0,0,0,0,2
14226,StutterTalk,68,126,dev,train,0,1,0,0,1,2
14227,StutterTalk,68,127,dev,train,0,0,0,0,0,3
14228,StutterTalk,68,128,train,dev,1,0,2,1,1,0
14229,StutterTalk,68,129,train,dev,0,0,0,3,0,0
14230,StutterTalk,68,130,dev,train,1,0,0,0,0,2
14231,StutterTalk,68,131,dev,train,2,0,0,0,0,1
14232,StutterTalk,68,132,dev,train,1,0,0,0,1,2
14233,StutterTalk,68,133,train,dev,2,1,0,0,3,0
14234,StutterTalk,68,134,train,dev,1,1,0,0,0,2
14235,StutterTalk,68,135,train,dev,0,0,0,0,0,3
14236,StutterTalk,68,136,dev,train,0,2,0,1,2,1
14237,StutterTalk,68,137,train,dev,0,0,0,0,0,3
14238,StutterTalk,68,138,dev,train,1,1,1,0,2,1
14239,StutterTalk,68,139,dev,train,3,0,0,0,0,0
14240,StutterTalk,68,140,dev,train,1,0,0,0,3,2
14241,StutterTalk,68,141,dev,train,0,0,0,0,0,3
14242,StutterTalk,68,142,dev,train,2,1,0,0,0,0
14243,StutterTalk,68,143,dev,train,1,2,0,0,1,1
14244,StutterTalk,68,144,dev,train,0,0,0,1,2,2
14245,StutterTalk,68,145,dev,train,0,1,0,0,0,2
14246,StutterTalk,68,146,dev,train,0,0,0,0,3,3
14247,StutterTalk,68,147,dev,train,2,0,0,0,0,1
14248,StutterTalk,68,148,dev,train,0,0,0,0,2,3
14249,StutterTalk,68,149,train,dev,0,1,1,2,2,0
14250,StutterTalk,68,150,train,dev,1,0,0,0,0,2
14251,StutterTalk,68,151,dev,train,0,0,0,0,1,3
14252,StutterTalk,68,152,dev,train,0,2,0,0,0,0
14253,StutterTalk,68,153,dev,train,0,0,0,0,0,3
14254,StutterTalk,68,154,train,dev,0,0,0,0,1,3
14255,StutterTalk,68,155,dev,train,0,0,0,0,3,3
14256,StutterTalk,68,156,dev,train,0,0,0,0,0,3
14257,StutterTalk,68,157,dev,train,1,1,0,0,1,1
14258,StutterTalk,68,158,dev,train,1,1,0,2,0,0
14259,StutterTalk,68,159,dev,train,0,2,1,0,1,1
14260,StutterTalk,68,160,dev,train,2,1,0,0,3,1
14261,StutterTalk,68,161,dev,train,3,0,0,0,3,0
14262,StutterTalk,68,162,dev,train,0,0,0,0,0,3
14263,StutterTalk,68,163,train,dev,0,1,0,0,0,2
14264,StutterTalk,68,164,train,dev,0,0,0,0,0,3
14265,StutterTalk,68,165,train,dev,1,1,0,0,1,2
14266,StutterTalk,68,166,dev,train,0,0,0,2,1,1
14267,StutterTalk,68,167,dev,train,0,0,0,0,2,3
14268,StutterTalk,68,168,dev,train,1,0,0,0,3,2
14269,StutterTalk,68,169,dev,train,0,0,0,0,3,3
14270,StutterTalk,68,170,dev,train,2,0,0,0,2,1
14271,StutterTalk,68,171,dev,train,0,0,0,0,1,3
14272,StutterTalk,68,172,dev,train,0,0,0,0,1,3
14273,StutterTalk,68,173,train,dev,0,0,0,3,2,0
14274,StutterTalk,68,174,train,dev,0,0,0,0,1,3
14275,StutterTalk,68,175,dev,train,0,0,0,0,3,3
14276,StutterTalk,68,176,dev,train,3,0,0,0,3,0
14277,StutterTalk,68,177,train,dev,1,0,0,0,0,2
14278,StutterTalk,68,178,dev,train,0,2,2,0,1,1
14279,StutterTalk,68,179,dev,train,0,0,0,0,0,3
14280,StutterTalk,68,180,dev,train,0,1,0,0,1,2
14281,StutterTalk,68,181,train,dev,0,1,1,3,0,0
14282,StutterTalk,68,182,train,dev,0,1,0,0,0,2
14283,StutterTalk,68,183,train,dev,0,0,0,3,2,0
14284,StutterTalk,68,184,train,dev,0,1,0,0,0,2
14285,StutterTalk,68,185,train,dev,0,0,0,0,0,3
14286,StutterTalk,68,186,dev,train,0,0,0,0,1,3
14287,StutterTalk,68,187,dev,train,0,0,0,0,0,3
14288,StutterTalk,68,188,train,dev,0,0,0,0,0,3
14289,StutterTalk,68,189,train,dev,0,2,2,0,0,0
14290,StutterTalk,68,190,dev,train,0,0,0,0,1,3
14291,StutterTalk,68,191,dev,train,0,0,0,0,3,3
