Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,vote_count,EpId_clean,ClipId_clean,audio_path
StrongVoices,23,5,29083040,29131040,False,StrongVoices_23_1,0.7211599946022034,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,23,5,../SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_5.wav
StutterTalk,69,29,34028000,34076000,True,Chaya Goldstein,0.1858742982149124,train,dev,dev,train,0,0,0,0,1,3,0,0,0,0,0,0,WordRep,3.0,69,29,../SEP-28k_CLIP/StutterTalk/69/StutterTalk_69_29.wav
MyStutteringLife,23,120,39350080,39398080,False,MyStutteringLife_23_1,0.6868476867675781,train,dev,dev,train,0,0,0,0,1,3,0,1,0,0,0,0,WordRep,3.0,23,120,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_120.wav
HeStutters,20,143,15421280,15469280,True,Pamela Mertz,0.4563835859298706,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,3.0,20,143,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_143.wav
HeStutters,22,98,20967200,21015200,True,Pamela Mertz,0.4935995638370514,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,3.0,22,98,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_98.wav
StutterTalk,13,17,10260320,10308320,False,StutterTalk_13_1,0.0974883586168289,train,test,train,dev,0,0,0,1,1,2,0,0,0,0,0,0,WordRep,2.0,13,17,../SEP-28k_CLIP/StutterTalk/13/StutterTalk_13_17.wav
MyStutteringLife,22,26,16671200,16719200,True,Pedro Peña,0.4189483821392059,,train,test,test,0,0,0,2,3,1,0,2,0,1,0,0,Block,2.0,22,26,../SEP-28k_CLIP/MyStutteringLife/22/MyStutteringLife_22_26.wav
MyStutteringLife,15,29,45377760,45425760,True,Pedro Peña,0.5006020665168762,,train,test,test,0,0,3,0,0,0,0,0,0,2,0,0,Prolongation,3.0,15,29,../SEP-28k_CLIP/MyStutteringLife/15/MyStutteringLife_15_29.wav
StutteringIsCool,22,12,8890880,8938880,True,Daniele Rossi,,,train,test,test,0,0,2,0,0,0,0,3,1,1,0,0,Prolongation,2.0,22,12,../SEP-28k_CLIP/StutteringIsCool/22/StutteringIsCool_22_12.wav
HeStutters,5,103,21392960,21440960,True,Pamela Mertz,0.5627228617668152,,train,test,test,0,0,0,2,2,0,0,1,1,1,0,0,Block,2.0,5,103,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_103.wav
HeStutters,22,38,6616000,6664000,True,Pamela Mertz,0.559109628200531,,train,test,test,0,0,0,1,3,1,0,0,0,0,0,0,SoundRep,3.0,22,38,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_38.wav
StrongVoices,21,59,5564640,5612640,False,StrongVoices_21_0,0.807274341583252,train,test,train,dev,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,21,59,../SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_59.wav
MyStutteringLife,14,22,22395840,22443840,True,Pedro Peña,0.5169717669487,,train,test,test,0,0,0,3,0,0,0,0,0,0,0,0,Block,3.0,14,22,../SEP-28k_CLIP/MyStutteringLife/14/MyStutteringLife_14_22.wav
HeStutters,5,132,26822080,26870080,True,Pamela Mertz,0.5856536030769348,,train,test,test,0,0,0,1,2,1,0,1,0,0,0,0,SoundRep,2.0,5,132,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_132.wav
StutteringIsCool,6,34,22154240,22202240,True,Daniele Rossi,0.6565861701965332,,train,test,test,0,0,0,3,0,1,1,2,0,1,0,0,Block,3.0,6,34,../SEP-28k_CLIP/StutteringIsCool/6/StutteringIsCool_6_34.wav
StrongVoices,0,21,1383680,1431680,False,StrongVoices_0_0,0.6155426502227783,train,test,train,dev,0,0,0,2,0,0,0,0,2,0,0,0,Block,2.0,0,21,../SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_21.wav
MyStutteringLife,30,40,1805280,1853280,True,Pedro Peña,,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,1,Block,2.0,30,40,../SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_40.wav
HeStutters,12,161,17086240,17134240,True,Pamela Mertz,0.4731416702270508,,train,test,test,0,0,0,1,2,1,1,0,0,1,0,0,SoundRep,2.0,12,161,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_161.wav
StutterTalk,68,129,30911680,30959680,False,StutterTalk_68_0,0.7561599612236023,train,test,train,dev,0,0,0,0,0,3,0,0,0,2,0,0,WordRep,3.0,68,129,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_129.wav
WomenWhoStutter,103,119,32573440,32621440,True,Pamela Mertz,0.5657026767730713,,train,test,test,0,0,0,2,0,3,0,1,0,0,0,0,Block,2.0,103,119,../SEP-28k_CLIP/WomenWhoStutter/103/WomenWhoStutter_103_119.wav
WomenWhoStutter,2,71,12788960,12836960,False,WomenWhoStutter_2_0,0.0607369616627693,train,test,train,dev,0,0,0,0,3,0,0,1,0,0,0,0,SoundRep,3.0,2,71,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_71.wav
StutteringIsCool,6,17,18453440,18501440,True,Daniele Rossi,0.3448798060417175,,train,test,test,0,0,0,3,1,0,0,0,0,0,0,0,Block,3.0,6,17,../SEP-28k_CLIP/StutteringIsCool/6/StutteringIsCool_6_17.wav
StutterTalk,20,34,35551680,35599680,True,Peter Reitzes,0.3924708068370819,,train,test,test,0,0,0,1,1,0,0,3,2,0,0,0,Interjection,3.0,20,34,../SEP-28k_CLIP/StutterTalk/20/StutterTalk_20_34.wav
StutterTalk,33,112,26122560,26170560,False,StutterTalk_33_0,0.6854045987129211,train,dev,dev,train,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,3.0,33,112,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_112.wav
HeStutters,21,3,40804640,40852640,True,Pamela Mertz,0.5530855059623718,,train,test,test,0,0,0,1,2,1,0,1,0,0,0,0,SoundRep,2.0,21,3,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_3.wav
StutterTalk,5,39,63684800,63732800,True,Peter Reitzes,0.6279847025871277,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,5,39,../SEP-28k_CLIP/StutterTalk/5/StutterTalk_5_39.wav
StutteringIsCool,51,13,5646880,5694880,True,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,51,13,../SEP-28k_CLIP/StutteringIsCool/51/StutteringIsCool_51_13.wav
WomenWhoStutter,39,208,27977120,28025120,True,Pamela Mertz,0.2099872529506683,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,39,208,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_208.wav
HeStutters,23,27,42998240,43046240,True,Pamela Mertz,0.2926749289035797,,train,test,test,0,2,0,0,2,0,0,0,1,1,0,0,SoundRep,2.0,23,27,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_27.wav
WomenWhoStutter,76,0,7962720,8010720,True,Pamela Mertz,0.5354161858558655,,train,test,test,0,0,0,0,1,0,1,3,2,1,0,0,Interjection,3.0,76,0,../SEP-28k_CLIP/WomenWhoStutter/76/WomenWhoStutter_76_0.wav
WomenWhoStutter,94,19,17001280,17049280,True,Pamela Mertz,0.4426228702068329,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,94,19,../SEP-28k_CLIP/WomenWhoStutter/94/WomenWhoStutter_94_19.wav
StutterTalk,30,31,32743040,32791040,False,StutterTalk_30_1,0.0930410698056221,train,test,train,dev,0,0,1,1,0,2,1,1,0,0,0,0,WordRep,2.0,30,31,../SEP-28k_CLIP/StutterTalk/30/StutterTalk_30_31.wav
MyStutteringLife,29,9,2036800,2084800,True,Pedro Peña,,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,3.0,29,9,../SEP-28k_CLIP/MyStutteringLife/29/MyStutteringLife_29_9.wav
StutterTalk,68,58,15374080,15422080,True,Chaya Goldstein,0.5017000436782837,train,dev,dev,train,0,0,1,0,0,0,0,3,2,2,0,0,Interjection,3.0,68,58,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_58.wav
StutterTalk,58,39,1667520,1715520,True,Dr. Tom Weidig,0.310869961977005,train,test,train,dev,0,0,1,0,2,1,0,2,0,0,0,0,SoundRep,2.0,58,39,../SEP-28k_CLIP/StutterTalk/58/StutterTalk_58_39.wav
StrongVoices,6,62,9228000,9276000,False,StrongVoices_6_2,0.7717592716217041,train,test,train,dev,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,3.0,6,62,../SEP-28k_CLIP/StrongVoices/6/StrongVoices_6_62.wav
HeStutters,6,125,44415200,44463200,True,Pamela Mertz,0.5670969486236572,,train,test,test,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,6,125,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_125.wav
StutterTalk,1,39,40863520,40911520,False,StutterTalk_1_0,0.4551239907741546,train,test,train,dev,0,0,1,1,0,0,0,3,2,0,0,0,Interjection,3.0,1,39,../SEP-28k_CLIP/StutterTalk/1/StutterTalk_1_39.wav
StrongVoices,10,218,34535360,34583360,False,StrongVoices_10_1,0.8088616728782654,train,dev,dev,train,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,3.0,10,218,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_218.wav
HeStutters,16,177,33465760,33513760,True,Pamela Mertz,0.3683667778968811,,train,test,test,0,0,0,2,0,0,0,1,1,0,0,0,Block,2.0,16,177,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_177.wav
WomenWhoStutter,1,167,30406400,30454400,True,Pamela Mertz,0.2298918962478637,,train,test,test,0,0,1,2,2,0,1,0,0,0,0,0,Block,2.0,1,167,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_167.wav
StrongVoices,17,13,6848640,6896640,False,StrongVoices_17_1,0.4992861151695251,train,test,train,dev,0,0,3,2,0,0,0,2,0,1,0,0,Prolongation,3.0,17,13,../SEP-28k_CLIP/StrongVoices/17/StrongVoices_17_13.wav
HeStutters,22,170,36738720,36786720,True,Pamela Mertz,0.3059611022472381,,train,test,test,0,1,0,0,1,2,0,0,1,0,0,0,WordRep,2.0,22,170,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_170.wav
HeStutters,12,217,2257920,2305920,True,Pamela Mertz,0.257680207490921,,train,test,test,0,0,0,2,0,1,1,0,1,1,0,0,Block,2.0,12,217,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_217.wav
WomenWhoStutter,19,93,11655200,11703200,False,WomenWhoStutter_19_0,0.639531672000885,train,dev,dev,train,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,19,93,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_93.wav
StutterTalk,43,173,46220160,46268160,True,Peter Reitzes,0.4096640646457672,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,43,173,../SEP-28k_CLIP/StutterTalk/43/StutterTalk_43_173.wav
HeStutters,22,83,17628640,17676640,True,Pamela Mertz,0.5360528230667114,,train,test,test,0,0,0,1,2,3,1,0,0,0,0,0,SoundRep,2.0,22,83,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_83.wav
StutterTalk,6,127,29359680,29407680,True,Peter Reitzes,0.6261423230171204,,train,test,test,0,0,0,0,0,0,1,3,3,0,0,0,Interjection,3.0,6,127,../SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_127.wav
HeStutters,20,69,48681440,48729440,True,Pamela Mertz,0.5540682673454285,,train,test,test,0,1,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,20,69,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_69.wav
StutteringIsCool,46,93,15599840,15647840,True,Daniele Rossi,0.5085486173629761,,train,test,test,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,3.0,46,93,../SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_93.wav
HeStutters,18,105,14266400,14314400,True,Pamela Mertz,0.4346916377544403,,train,test,test,0,0,0,0,2,0,0,1,1,0,0,0,SoundRep,2.0,18,105,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_105.wav
WomenWhoStutter,96,181,43189600,43237600,True,Pamela Mertz,0.5538753867149353,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,96,181,../SEP-28k_CLIP/WomenWhoStutter/96/WomenWhoStutter_96_181.wav
StrongVoices,10,105,11056480,11104480,False,StrongVoices_10_0,0.6499274969100952,train,test,train,dev,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,10,105,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_105.wav
MyStutteringLife,25,17,8787840,8835840,False,MyStutteringLife_25_1,0.3911236822605133,train,test,train,dev,0,0,0,0,2,2,0,1,0,1,0,0,SoundRep,2.0,25,17,../SEP-28k_CLIP/MyStutteringLife/25/MyStutteringLife_25_17.wav
StutteringIsCool,31,37,1466240,1514240,True,Daniele Rossi,,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,31,37,../SEP-28k_CLIP/StutteringIsCool/31/StutteringIsCool_31_37.wav
WomenWhoStutter,4,34,30353600,30401600,True,Pamela Mertz,0.3868549168109894,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,4,34,../SEP-28k_CLIP/WomenWhoStutter/4/WomenWhoStutter_4_34.wav
WomenWhoStutter,60,18,2012960,2060960,False,WomenWhoStutter_60_0,0.3964892327785492,train,dev,dev,train,0,0,0,0,0,2,0,0,1,1,0,0,WordRep,2.0,60,18,../SEP-28k_CLIP/WomenWhoStutter/60/WomenWhoStutter_60_18.wav
WomenWhoStutter,21,49,6484000,6532000,True,Pamela Mertz,0.4848024845123291,,train,test,test,0,0,1,1,0,0,0,3,2,0,0,0,Interjection,3.0,21,49,../SEP-28k_CLIP/WomenWhoStutter/21/WomenWhoStutter_21_49.wav
WomenWhoStutter,97,49,8208640,8256640,True,Pamela Mertz,0.5620173215866089,,train,test,test,0,0,0,1,3,2,1,0,0,1,0,0,SoundRep,3.0,97,49,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_49.wav
WomenWhoStutter,56,41,8290720,8338720,False,WomenWhoStutter_56_1,-0.1645046919584274,train,dev,dev,train,0,0,0,2,1,0,1,1,0,0,0,0,Block,2.0,56,41,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_41.wav
HeStutters,11,173,29937920,29985920,True,Pamela Mertz,0.5257351994514465,,train,test,test,0,0,2,0,1,3,0,3,0,1,0,0,Prolongation,2.0,11,173,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_173.wav
StutterTalk,77,21,504320,552320,False,StutterTalk_77_1,0.6835185289382935,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,77,21,../SEP-28k_CLIP/StutterTalk/77/StutterTalk_77_21.wav
HeStutters,5,19,4132960,4180960,False,HeStutters_5_1,0.2061370760202407,train,test,train,dev,2,0,0,0,2,0,1,0,1,0,0,3,SoundRep,2.0,5,19,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_19.wav
HeStutters,5,163,31955520,32003520,True,Pamela Mertz,0.6317178606987,,train,test,test,0,0,0,0,2,1,1,1,0,0,0,0,SoundRep,2.0,5,163,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_163.wav
WomenWhoStutter,6,201,27113600,27161600,True,Pamela Mertz,0.4719206690788269,,train,test,test,0,1,0,1,0,3,1,3,0,1,0,0,WordRep,3.0,6,201,../SEP-28k_CLIP/WomenWhoStutter/6/WomenWhoStutter_6_201.wav
StutterTalk,8,152,16189920,16237920,True,Reuben Schuff,0.4960044324398041,train,test,train,dev,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,8,152,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_152.wav
HeStutters,15,82,10270400,10318400,True,Pamela Mertz,0.5110210180282593,,train,test,test,0,0,3,1,0,0,0,1,0,0,0,0,Prolongation,3.0,15,82,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_82.wav
WomenWhoStutter,10,132,20423200,20471200,True,Pamela Mertz,0.3897054493427276,,train,test,test,0,0,2,1,2,0,0,1,0,0,0,0,Prolongation,2.0,10,132,../SEP-28k_CLIP/WomenWhoStutter/10/WomenWhoStutter_10_132.wav
WomenWhoStutter,84,19,23300160,23348160,True,Pamela Mertz,0.5585131049156189,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,84,19,../SEP-28k_CLIP/WomenWhoStutter/84/WomenWhoStutter_84_19.wav
WomenWhoStutter,70,7,11896320,11944320,True,Pamela Mertz,0.5174882411956787,,train,test,test,0,0,0,0,0,0,1,3,3,1,0,0,Interjection,3.0,70,7,../SEP-28k_CLIP/WomenWhoStutter/70/WomenWhoStutter_70_7.wav
HVSA,2,50,13230240,13278240,True,TJ Travor,0.6559245586395264,train,test,train,dev,0,1,0,1,2,0,0,0,1,0,0,0,SoundRep,2.0,2,50,../SEP-28k_CLIP/HVSA/2/HVSA_2_50.wav
IStutterSoWhat,0,93,8091840,8139840,False,IStutterSoWhat_0_2,0.4614849388599396,train,dev,dev,train,0,0,1,1,2,0,0,0,0,0,0,0,SoundRep,2.0,0,93,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_93.wav
StutterTalk,43,75,20507200,20555200,True,Peter Reitzes,0.4660468101501465,,train,test,test,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,43,75,../SEP-28k_CLIP/StutterTalk/43/StutterTalk_43_75.wav
HeStutters,5,153,29057120,29105120,False,HeStutters_5_1,0.5813769102096558,train,test,train,dev,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,3.0,5,153,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_153.wav
StutteringIsCool,80,206,21390400,21438400,False,StutteringIsCool_80_0,0.3242927491664886,train,test,train,dev,0,1,0,0,0,2,0,0,1,0,0,0,WordRep,2.0,80,206,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_206.wav
StutteringIsCool,59,1,50038560,50086560,True,Daniele Rossi,0.3259455859661102,,train,test,test,0,0,0,2,0,0,1,0,1,1,0,0,Block,2.0,59,1,../SEP-28k_CLIP/StutteringIsCool/59/StutteringIsCool_59_1.wav
StutterTalk,63,23,11625760,11673760,True,Chaya Goldstein,0.3490909337997436,train,dev,dev,train,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,3.0,63,23,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_23.wav
StutteringIsCool,30,7,54381120,54429120,True,Daniele Rossi,0.5614566206932068,,train,test,test,0,0,0,2,1,3,1,2,0,0,0,0,Block,2.0,30,7,../SEP-28k_CLIP/StutteringIsCool/30/StutteringIsCool_30_7.wav
StutteringIsCool,24,1,13974400,14022400,False,StutteringIsCool_24_1,0.4170736968517303,train,dev,dev,train,0,0,1,0,0,0,0,3,3,0,0,0,Interjection,3.0,24,1,../SEP-28k_CLIP/StutteringIsCool/24/StutteringIsCool_24_1.wav
MyStutteringLife,23,27,16186400,16234400,False,MyStutteringLife_23_1,0.669183611869812,train,dev,dev,train,0,0,0,0,1,3,0,1,0,1,0,0,WordRep,3.0,23,27,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_27.wav
StutterTalk,51,22,17237920,17285920,True,Peter Reitzes,0.5490381121635437,,train,test,test,0,0,0,1,0,0,0,3,3,0,0,0,Interjection,3.0,51,22,../SEP-28k_CLIP/StutterTalk/51/StutterTalk_51_22.wav
StutterTalk,14,23,3466240,3514240,True,Christopher Constantino,0.3723416328430176,train,dev,dev,train,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,14,23,../SEP-28k_CLIP/StutterTalk/14/StutterTalk_14_23.wav
HeStutters,12,21,28400800,28448800,True,Pamela Mertz,0.4652008414268493,,train,test,test,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,12,21,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_21.wav
StutterTalk,26,54,22706240,22754240,False,StutterTalk_26_1,0.526653528213501,train,test,train,dev,0,0,0,0,0,3,0,3,0,1,0,0,WordRep,3.0,26,54,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_54.wav
IStutterSoWhat,0,139,13230880,13278880,True,Evan Sherman,0.7256172299385071,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,0,139,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_139.wav
HeStutters,19,22,11009440,11057440,True,Pamela Mertz,0.4165424704551697,,train,test,test,0,0,2,1,0,0,0,3,1,0,0,0,Prolongation,2.0,19,22,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_22.wav
WomenWhoStutter,2,143,26679360,26727360,False,WomenWhoStutter_2_0,0.2492608726024627,train,test,train,dev,0,0,1,0,0,0,0,3,2,2,0,0,Interjection,3.0,2,143,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_143.wav
HeStutters,1,210,20727200,20775200,True,Pamela Mertz,0.5995727181434631,,train,test,test,0,1,0,0,0,3,1,0,0,0,0,0,WordRep,3.0,1,210,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_210.wav
HeStutters,12,121,11446400,11494400,False,HeStutters_12_1,0.7435322999954224,train,test,train,dev,0,0,2,0,0,0,0,1,1,0,0,0,Prolongation,2.0,12,121,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_121.wav
IStutterSoWhat,3,100,9886560,9934560,False,IStutterSoWhat_3_2,0.7335739135742188,train,dev,dev,train,0,0,0,1,3,0,0,2,0,0,0,0,SoundRep,3.0,3,100,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_100.wav
MyStutteringLife,3,2,59809440,59857440,True,Pedro Peña,0.6543892621994019,,train,test,test,0,0,0,1,2,0,0,1,1,1,0,0,SoundRep,2.0,3,2,../SEP-28k_CLIP/MyStutteringLife/3/MyStutteringLife_3_2.wav
HeStutters,12,171,19282080,19330080,True,Pamela Mertz,0.3474029302597046,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,12,171,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_171.wav
StutterTalk,48,12,20439040,20487040,True,Peter Reitzes,0.4568661153316498,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,48,12,../SEP-28k_CLIP/StutterTalk/48/StutterTalk_48_12.wav
WomenWhoStutter,101,129,21429760,21477760,False,WomenWhoStutter_101_1,0.6580489277839661,train,dev,dev,train,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,101,129,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_129.wav
StutterTalk,68,49,12937600,12985600,True,Chaya Goldstein,0.5575733780860901,train,dev,dev,train,0,0,1,2,0,0,0,3,1,1,0,0,Block,2.0,68,49,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_49.wav
StutterTalk,37,169,14915200,14963200,False,StutterTalk_37_2,0.6976015567779541,train,test,train,dev,0,0,2,0,0,0,0,3,2,1,0,1,Prolongation,2.0,37,169,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_169.wav
WomenWhoStutter,2,57,10358400,10406400,False,WomenWhoStutter_2_0,0.2715502679347992,train,test,train,dev,0,0,0,1,2,0,0,2,0,1,0,0,SoundRep,2.0,2,57,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_57.wav
WomenWhoStutter,1,68,15637120,15685120,False,WomenWhoStutter_1_1,0.6331691741943359,train,dev,dev,train,0,0,0,1,0,0,0,3,3,0,0,0,Interjection,3.0,1,68,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_68.wav
StutteringIsCool,83,14,4220480,4268480,False,StutteringIsCool_83_0,0.0202583856880664,train,dev,dev,train,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,83,14,../SEP-28k_CLIP/StutteringIsCool/83/StutteringIsCool_83_14.wav
WomenWhoStutter,21,35,4119520,4167520,True,Pamela Mertz,0.4340364038944244,,train,test,test,0,0,0,1,0,0,0,3,2,3,0,0,Interjection,3.0,21,35,../SEP-28k_CLIP/WomenWhoStutter/21/WomenWhoStutter_21_35.wav
WomenWhoStutter,42,261,24448480,24496480,True,Pamela Mertz,0.578245997428894,,train,test,test,0,0,0,0,2,1,0,0,0,0,0,0,SoundRep,2.0,42,261,../SEP-28k_CLIP/WomenWhoStutter/42/WomenWhoStutter_42_261.wav
WomenWhoStutter,86,98,9703840,9751840,False,WomenWhoStutter_86_0,0.1236650422215461,train,test,train,dev,0,0,1,2,1,0,0,1,0,0,0,0,Block,2.0,86,98,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_98.wav
StutterTalk,37,31,20905440,20953440,True,Christopher Constantino,0.4164696335792541,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,37,31,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_31.wav
WomenWhoStutter,60,29,2547520,2595520,True,Pamela Mertz,0.3410122096538543,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,60,29,../SEP-28k_CLIP/WomenWhoStutter/60/WomenWhoStutter_60_29.wav
WomenWhoStutter,62,11,33176160,33224160,True,Pamela Mertz,0.5458361506462097,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,62,11,../SEP-28k_CLIP/WomenWhoStutter/62/WomenWhoStutter_62_11.wav
StutterTalk,26,195,75776640,75824640,False,StutterTalk_26_1,0.6669824123382568,train,test,train,dev,0,0,0,0,1,3,0,3,0,0,0,0,WordRep,3.0,26,195,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_195.wav
WomenWhoStutter,99,203,27700960,27748960,True,Pamela Mertz,0.4726592898368835,,train,test,test,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,99,203,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_203.wav
HeStutters,6,156,7608640,7656640,True,Pamela Mertz,0.5630518794059753,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,6,156,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_156.wav
WomenWhoStutter,68,36,46272320,46320320,True,Pamela Mertz,0.4384780824184418,,train,test,test,0,0,0,2,0,0,0,3,2,1,0,0,Block,2.0,68,36,../SEP-28k_CLIP/WomenWhoStutter/68/WomenWhoStutter_68_36.wav
StutterTalk,8,70,8616480,8664480,True,Reuben Schuff,0.4669166505336761,train,test,train,dev,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,8,70,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_70.wav
WomenWhoStutter,97,110,22052480,22100480,True,Pamela Mertz,0.5443710684776306,,train,test,test,0,0,0,0,2,3,0,1,0,0,0,0,SoundRep,2.0,97,110,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_110.wav
